Name,Dominance,THC,CBD,Terpenes,Calm/Energize,Feelings,Helps,Negative,Join_name
Big Buddha Cheese,THC Dominant,,,,0.1362,"['Happy 63%', 'Euphoric 53%', 'Relaxed 52%', 'Uplifted 50%', 'Creative 33%']","['Stress 41%', 'Anxiety 33%', 'Pain 28%', 'Depression 26%', 'Insomnia 17%']","['Dry mouth 40%', 'Dry eyes 22%', 'Dizzy 10%', 'Paranoid 6%', 'Headache 3%']",big buddha cheese
Concord Grape Blockhead,THC Dominant,,,,,,,,concord grape blockhead
Orange Kush,THC Dominant,14–18% THC,< 1% CBD,,-0.6759,"['Relaxed 62%', 'Happy 50%', 'Euphoric 45%', 'Sleepy 40%', 'Hungry 34%']","['Stress 37%', 'Anxiety 32%', 'Pain 27%', 'Insomnia 26%', 'Depression 20%']","['Dry mouth 40%', 'Dry eyes 21%', 'Dizzy 10%', 'Paranoid 9%', 'Headache 6%']",orange kush
Strawberry Kush,THC Dominant,12–20% THC,< 1% CBD,,-0.1316,"['Happy 62%', 'Relaxed 58%', 'Euphoric 55%', 'Uplifted 46%', 'Sleepy 32%']","['Stress 47%', 'Pain 32%', 'Anxiety 31%', 'Depression 25%', 'Insomnia 20%']","['Dry mouth 35%', 'Dry eyes 21%', 'Paranoid 8%', 'Dizzy 8%', 'Anxious 4%']",strawberry kush
Tarmonster,THC Dominant,,,,,,,,tarmonster
White Knight,THC Dominant,,,,0.2269,,,,white knight
Silver Haze,THC Dominant,19–23% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",0.7376,"['Happy 61%', 'Uplifted 52%', 'Euphoric 50%', 'Relaxed 40%', 'Creative 37%']","['Stress 34%', 'Depression 25%', 'Anxiety 22%', 'Pain 21%', 'Lack of appetite 11%']","['Dry mouth 37%', 'Dry eyes 20%', 'Dizzy 10%', 'Paranoid 9%', 'Headache 8%']",silver haze
Arjan's Ultra Haze #1,THC Dominant,,,,0.6727,,,,arjan's ultra haze #1
Gorilla Blue,THC Dominant,19–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",,,,,gorilla blue
Sour Kush,THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.2977,"['Happy 59%', 'Relaxed 58%', 'Euphoric 51%', 'Uplifted 51%', 'Creative 35%']","['Stress 38%', 'Pain 35%', 'Depression 28%', 'Anxiety 27%', 'Lack of appetite 13%']","['Dry mouth 26%', 'Dry eyes 14%', 'Dizzy 7%', 'Paranoid 4%', 'Anxious 3%']",sour kush
Lost Sierra Night Nurse,THC Dominant,,,,,,,,lost sierra night nurse
Blue Blood,,,,,-0.941,,,,blue blood
Mother of All Cherries,THC Dominant,,,,,,,,mother of all cherries
Blueberry Bomb,THC Dominant,,,,,,,,blueberry bomb
NY-47,THC Dominant,,,,,,,,ny-47
hai Fantasy,THC Dominant,,,,,,,,hai fantasy
Cluster Bomb,THC Dominant,,,,,,,,cluster bomb
Strawberry Frost,THC Dominant,,,,,,,,strawberry frost
K2,THC Dominant,,,,-0.9199,"['Relaxed 88%', 'Happy 59%', 'Hungry 33%', 'Sleepy 25%', 'Euphoric 18%']","['Stress 48%', 'Depression 29%', 'Pain 29%', 'Insomnia 25%', 'ADD/ADHD 22%']","['Dry mouth 29%', 'Dry eyes 25%', 'Dizzy 14%', 'Anxious 11%', 'Headache 3%']",k2
Purple Elephant,THC Dominant,15–19% THC,< 1% CBD,,-0.7178,"['Relaxed 78%', 'Happy 52%', 'Euphoric 40%', 'Sleepy 38%', 'Uplifted 36%']","['Stress 38%', 'Anxiety 26%', 'Insomnia 23%', 'Depression 21%', 'Pain 20%']","['Dry mouth 16%', 'Dry eyes 6%', 'Paranoid 3%', 'Anxious 1%', 'Headache 1%']",purple elephant
Brain Candy,THC Dominant,,,,,,,,brain candy
FPOG,THC Dominant,15–19% THC,< 1% CBD,"['Limonene', 'Myrcene', 'Caryophyllene']",0.3513,"['Happy 61%', 'Euphoric 53%', 'Relaxed 49%', 'Uplifted 49%', 'Giggly 31%']","['Stress 35%', 'Anxiety 29%', 'Depression 27%', 'Pain 21%', 'Insomnia 12%']","['Dry mouth 28%', 'Dry eyes 15%', 'Dizzy 7%', 'Paranoid 5%', 'Anxious 4%']",fpog
Michael Phelps OG,,,,,-0.5032,"['Relaxed 52%', 'Happy 36%', 'Uplifted 36%', 'Creative 31%', 'Sleepy 31%']","['Stress 42%', 'Depression 31%', 'Insomnia 26%', 'Lack of appetite 26%', 'Nausea 21%']","['Dry eyes 15%', 'Dry mouth 15%', 'Anxious 10%', 'Dizzy 10%', 'Paranoid 10%']",michael phelps og
Kaleidos Dope,THC Dominant,,,,,,,,kaleidos dope
Alpha Blue,THC Dominant,,,,0.9136,"['Uplifted 66%', 'Happy 63%', 'Energetic 60%', 'Euphoric 46%', 'Relaxed 45%']","['Stress 36%', 'Depression 35%', 'Anxiety 33%', 'Pain 22%', 'Fatigue 20%']","['Dry mouth 20%', 'Dry eyes 12%', 'Anxious 7%', 'Dizzy 7%', 'Paranoid 5%']",alpha blue
Chem Scout,THC Dominant,20–23% THC,< 1% CBD,,-0.6806,"['Relaxed 89%', 'Happy 57%', 'Euphoric 55%', 'Sleepy 36%', 'Uplifted 36%']","['Stress 52%', 'Depression 39%', 'Pain 39%', 'Anxiety 31%', 'Fatigue 28%']","['Dry mouth 18%', 'Dizzy 10%', 'Dry eyes 10%', 'Anxious 5%', 'Headache 5%']",chem scout
Tango Kush,THC Dominant,,,,,,,,tango kush
Star Killer,THC Dominant,19–23% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8827,"['Relaxed 71%', 'Euphoric 47%', 'Happy 46%', 'Sleepy 43%', 'Uplifted 27%']","['Stress 45%', 'Anxiety 40%', 'Depression 37%', 'Pain 37%', 'Insomnia 32%']","['Dry mouth 21%', 'Dry eyes 12%', 'Dizzy 4%', 'Paranoid 3%', 'Anxious 2%']",star killer
Tree of Life,THC Dominant,,,,,,,,tree of life
Kashmir Kush,THC Dominant,,,,-0.8088,,,,kashmir kush
Blowfish,THC Dominant,,,,-0.6457,"['Relaxed 73%', 'Euphoric 42%', 'Happy 38%', 'Uplifted 38%', 'Focused 23%']","['Pain 38%', 'Insomnia 30%', 'Stress 26%', 'Anxiety 23%', 'Muscle spasms 19%']","['Dry mouth 38%', 'Dry eyes 3%', 'Headache 3%']",blowfish
Super Skunk,THC Dominant,14–18% THC,< 1% CBD,,-0.6231,"['Relaxed 62%', 'Happy 54%', 'Euphoric 46%', 'Sleepy 32%', 'Uplifted 31%']","['Stress 37%', 'Pain 29%', 'Anxiety 27%', 'Depression 23%', 'Insomnia 16%']","['Dry mouth 39%', 'Dry eyes 24%', 'Paranoid 13%', 'Dizzy 8%', 'Anxious 4%']",super skunk
Grape Kush,THC Dominant,15–19% THC,< 1% CBD,,-0.635,"['Relaxed 61%', 'Euphoric 57%', 'Happy 52%', 'Sleepy 33%', 'Uplifted 31%']","['Stress 42%', 'Anxiety 28%', 'Depression 26%', 'Pain 25%', 'Insomnia 22%']","['Dry mouth 31%', 'Dry eyes 19%', 'Headache 10%', 'Paranoid 6%', 'Dizzy 5%']",grape kush
Ether,THC Dominant,,,,,,,,ether
Cream Caramel,THC Dominant,,,,-0.9591,"['Relaxed 85%', 'Happy 55%', 'Sleepy 50%', 'Euphoric 32%', 'Hungry 31%']","['Stress 38%', 'Insomnia 30%', 'Pain 23%', 'Anxiety 18%', 'Depression 17%']","['Dry mouth 34%', 'Dry eyes 18%', 'Anxious 3%', 'Dizzy 2%', 'Headache 2%']",cream caramel
Blue Dot,THC Dominant,,,,0.978,"['Energetic 72%', 'Uplifted 63%', 'Happy 54%', 'Euphoric 45%', 'Creative 42%']","['Stress 45%', 'Depression 27%', 'Anxiety 24%', 'Pain 21%', 'Fatigue 12%']","['Dry mouth 12%', 'Headache 9%', 'Anxious 3%', 'Dry eyes 3%', 'Paranoid 3%']",blue dot
Megalodon,THC Dominant,,,,0.9605,"['Happy 76%', 'Uplifted 76%', 'Euphoric 53%', 'Creative 50%', 'Energetic 42%']","['Stress 42%', 'Depression 34%', 'Pain 30%', 'Fatigue 26%', 'Anxiety 26%']","['Dry mouth 15%', 'Dizzy 11%', 'Headache 11%', 'Dry eyes 7%', 'Paranoid 7%']",megalodon
Root Beer Kush,THC Dominant,,,,0.5463,"['Creative 44%', 'Happy 41%', 'Euphoric 37%', 'Relaxed 34%', 'Energetic 31%']","['Anxiety 37%', 'Stress 31%', 'Depression 20%', 'Nausea 13%', 'Pain 10%']","['Dry mouth 31%', 'Dry eyes 17%', 'Paranoid 10%', 'Anxious 6%']",root beer kush
Cambodian,THC Dominant,,,,,,,,cambodian
China Yunnan,THC Dominant,,,,,,,,china yunnan
Biochem,THC Dominant,,,,-0.9876,"['Relaxed 78%', 'Sleepy 69%', 'Euphoric 47%', 'Happy 39%', 'Tingly 39%']","['Insomnia 47%', 'Lack of appetite 39%', 'Stress 39%', 'Depression 30%', 'Pain 26%']","['Dry mouth 34%', 'Dry eyes 17%', 'Dizzy 4%']",biochem
OG Strawberry,THC Dominant,17–23% THC,< 1% CBD,,-0.9341,,,,og strawberry
Pineapple Trainwreck,THC Dominant,14–18% THC,< 1% CBD,,0.6573,"['Happy 55%', 'Euphoric 50%', 'Uplifted 47%', 'Relaxed 45%', 'Creative 39%']","['Stress 38%', 'Anxiety 31%', 'Pain 31%', 'Depression 25%', 'Nausea 14%']","['Dry mouth 39%', 'Dry eyes 20%', 'Paranoid 10%', 'Dizzy 7%', 'Headache 4%']",pineapple trainwreck
Remedy,CBD Dominant,< 1% THC,11–15% CBD,"['Myrcene', 'Pinene', 'Caryophyllene']",-0.7672,"['Relaxed 66%', 'Happy 39%', 'Focused 28%', 'Uplifted 27%', 'Sleepy 24%']","['Pain 44%', 'Stress 36%', 'Anxiety 34%', 'Inflammation 23%', 'Headaches 21%']","['Dry mouth 10%', 'Anxious 4%', 'Dry eyes 3%', 'Headache 3%', 'Dizzy 1%']",remedy
Iced Widow,THC Dominant,,,,-0.4004,"['Happy 78%', 'Relaxed 73%', 'Uplifted 43%', 'Hungry 39%', 'Euphoric 34%']","['Stress 39%', 'Depression 30%', 'Insomnia 30%', 'Lack of appetite 30%', 'Pain 30%']","['Dry mouth 43%', 'Anxious 8%', 'Paranoid 4%']",iced widow
Funky Monkey,THC Dominant,,,,0.0677,"['Happy 57%', 'Relaxed 57%', 'Giggly 47%', 'Uplifted 47%', 'Creative 33%']","['Pain 47%', 'Anxiety 38%', 'Lack of appetite 33%', 'Stress 33%', 'Depression 28%']","['Dry mouth 33%', 'Dry eyes 14%', 'Dizzy 9%', 'Headache 9%']",funky monkey
Madcow,THC Dominant,,,,,,,,madcow
Rocky Mountain Blueberry,THC Dominant,,,,,,,,rocky mountain blueberry
Waldo,THC Dominant,,,,,,,,waldo
Chem Jack,THC Dominant,,,,,,,,chem jack
Pineapple,THC Dominant,15–19% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Ocimene']",0.5471,"['Happy 59%', 'Euphoric 48%', 'Uplifted 42%', 'Relaxed 40%', 'Creative 28%']","['Stress 42%', 'Anxiety 32%', 'Depression 28%', 'Pain 26%', 'Insomnia 13%']","['Dry mouth 29%', 'Dry eyes 17%', 'Dizzy 7%', 'Paranoid 6%', 'Headache 6%']",pineapple
Ingrid,THC Dominant,,,,-0.9861,"['Relaxed 74%', 'Sleepy 72%', 'Euphoric 50%', 'Happy 47%', 'Hungry 28%']","['Insomnia 47%', 'Pain 45%', 'Stress 41%', 'Anxiety 28%', 'Depression 18%']","['Dry mouth 24%', 'Dry eyes 17%', 'Dizzy 1%', 'Headache 1%', 'Paranoid 1%']",ingrid
Blueberry Kush,THC Dominant,14–18% THC,< 1% CBD,,-0.7512,"['Relaxed 60%', 'Happy 51%', 'Euphoric 45%', 'Sleepy 45%', 'Uplifted 33%']","['Stress 42%', 'Pain 36%', 'Anxiety 31%', 'Insomnia 28%', 'Depression 20%']","['Dry mouth 37%', 'Dry eyes 20%', 'Dizzy 9%', 'Paranoid 7%', 'Headache 6%']",blueberry kush
Sunlight Skunk,THC Dominant,,,,,,,,sunlight skunk
Agent Orange,THC Dominant,12–16% THC,< 1% CBD,"['Myrcene', 'Terpinolene', 'Pinene']",0.7894,"['Happy 61%', 'Uplifted 53%', 'Relaxed 43%', 'Energetic 42%', 'Euphoric 41%']","['Stress 36%', 'Anxiety 28%', 'Depression 27%', 'Pain 21%', 'Fatigue 14%']","['Dry mouth 28%', 'Dry eyes 15%', 'Paranoid 6%', 'Dizzy 5%', 'Anxious 4%']",agent orange
Sensi Skunk,,,,,-0.6755,"['Relaxed 80%', 'Happy 56%', 'Creative 36%', 'Euphoric 36%', 'Uplifted 32%']","['Stress 32%', 'Pain 24%', 'Depression 20%', 'Lack of appetite 12%', 'Headaches 8%']","['Dry mouth 40%', 'Dry eyes 8%', 'Headache 8%', 'Paranoid 4%']",sensi skunk
Rene Mist,THC Dominant,,,,,,,,rene mist
Sweet Tooth,THC Dominant,16–19% THC,< 1% CBD,,-0.0972,"['Happy 61%', 'Relaxed 58%', 'Euphoric 53%', 'Uplifted 42%', 'Creative 30%']","['Stress 39%', 'Anxiety 37%', 'Pain 33%', 'Depression 28%', 'Insomnia 20%']","['Dry mouth 34%', 'Dry eyes 20%', 'Paranoid 6%', 'Dizzy 5%', 'Anxious 4%']",sweet tooth
Chem's Sister,THC Dominant,,,,0.5958,,,,chem's sister
Guptilla,THC Dominant,,,,-0.6609999999999999,,,,guptilla
Jamaican Dream,THC Dominant,,,,0.8754,"['Happy 66%', 'Uplifted 58%', 'Energetic 51%', 'Relaxed 41%', 'Creative 38%']","['Stress 33%', 'Depression 30%', 'Anxiety 30%', 'Pain 20%', 'PTSD 18%']","['Dry mouth 20%', 'Anxious 6%', 'Dizzy 6%', 'Dry eyes 6%', 'Headache 5%']",jamaican dream
Limon,THC Dominant,20–25% THC,< 1% CBD,,0.9296,,,,limon
Sweet Pebbles,THC Dominant,,,,,,,,sweet pebbles
Chernobyl,THC Dominant,15–20% THC,< 1% CBD,"['Terpinolene', 'Myrcene', 'Caryophyllene']",0.778,"['Happy 55%', 'Uplifted 51%', 'Euphoric 49%', 'Relaxed 42%', 'Energetic 41%']","['Stress 37%', 'Depression 33%', 'Pain 28%', 'Anxiety 28%', 'Fatigue 15%']","['Dry mouth 28%', 'Dry eyes 16%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']",chernobyl
Sweet Deep Grapefruit,THC Dominant,,,,-0.8192,"['Relaxed 83%', 'Sleepy 55%', 'Happy 50%', 'Hungry 50%', 'Euphoric 38%']","['Stress 50%', 'Pain 38%', 'Lack of appetite 33%', 'Insomnia 27%', 'Depression 22%']","['Dry mouth 66%', 'Dry eyes 22%', 'Paranoid 5%']",sweet deep grapefruit
Dr. Feelgood,THC Dominant,,,,,,,,dr. feelgood
MILF,THC Dominant,,,,,,,,milf
Mendo Queen,THC Dominant,,,,,,,,mendo queen
Blue Cinex,THC Dominant,,,,0.8199,,,,blue cinex
Burnt Cookies,THC Dominant,17–18% THC,< 1% CBD,,,,,,burnt cookies
Sour Maui,THC Dominant,,,,0.9728,"['Happy 77%', 'Euphoric 65%', 'Uplifted 62%', 'Energetic 57%', 'Talkative 48%']","['Stress 40%', 'Depression 31%', 'Fatigue 31%', 'ADD/ADHD 28%', 'Anxiety 28%']","['Dry eyes 25%', 'Dry mouth 22%', 'Anxious 5%', 'Paranoid 5%']",sour maui
Triple Cheese,THC Dominant,,,,-0.8687,"['Relaxed 108%', 'Euphoric 92%', 'Happy 64%', 'Sleepy 44%', 'Uplifted 36%']","['Pain 44%', 'Stress 40%', 'Depression 24%', 'Lack of appetite 24%', 'Anxiety 24%']","['Dry eyes 28%', 'Dry mouth 12%', 'Headache 8%', 'Anxious 4%', 'Dizzy 4%']",triple cheese
True X,THC Dominant,,,,,,,,true x
Blueberry Muffin,THC Dominant,14–18% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.3359,"['Relaxed 65%', 'Happy 50%', 'Euphoric 47%', 'Uplifted 37%', 'Creative 27%']","['Stress 31%', 'Depression 27%', 'Pain 20%', 'Anxiety 20%', 'Lack of appetite 12%']","['Dry mouth 18%', 'Dry eyes 9%', 'Dizzy 3%', 'Headache 2%', 'Anxious 1%']",blueberry muffin
Critical Cheese,,,,,0.7979999999999999,"['Euphoric 59%', 'Happy 56%', 'Uplifted 54%', 'Relaxed 45%', 'Energetic 43%']","['Stress 40%', 'Anxiety 32%', 'Depression 29%', 'Pain 21%', 'PTSD 18%']","['Dry mouth 29%', 'Dry eyes 18%', 'Anxious 13%', 'Paranoid 5%']",critical cheese
White OG,THC Dominant,16–22% THC,< 1% CBD,,-0.6673,"['Euphoric 60%', 'Relaxed 59%', 'Happy 46%', 'Sleepy 34%', 'Uplifted 32%']","['Pain 42%', 'Stress 37%', 'Depression 26%', 'Anxiety 26%', 'Insomnia 23%']","['Dry mouth 17%', 'Dry eyes 10%', 'Headache 6%', 'Dizzy 4%', 'Paranoid 1%']",white og
White Ice,THC Dominant,18–20% THC,< 1% CBD,,,,,,white ice
Rozé,THC Dominant,,,,,,,,rozé
Watermelon,THC Dominant,,,,-0.8337,"['Relaxed 53%', 'Happy 40%', 'Sleepy 31%', 'Euphoric 27%', 'Hungry 22%']","['Stress 25%', 'Anxiety 21%', 'Pain 20%', 'Insomnia 17%', 'Depression 17%']","['Dry mouth 13%', 'Dry eyes 12%', 'Dizzy 2%', 'Paranoid 2%', 'Anxious 1%']",watermelon
Blueberry Pie,THC Dominant,,,,-0.0981,"['Relaxed 64%', 'Happy 60%', 'Uplifted 46%', 'Euphoric 35%', 'Giggly 21%']","['Stress 37%', 'Pain 35%', 'Depression 23%', 'Insomnia 23%', 'Anxiety 21%']","['Dry mouth 23%', 'Dry eyes 12%', 'Anxious 1%', 'Dizzy 1%', 'Headache 1%']",blueberry pie
White Tahoe Cookies,THC Dominant,20–23% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.8674,"['Relaxed 64%', 'Happy 48%', 'Euphoric 40%', 'Sleepy 31%', 'Aroused 22%']","['Stress 25%', 'Depression 23%', 'Pain 21%', 'Insomnia 18%', 'Anxiety 15%']","['Dry mouth 17%', 'Dry eyes 7%', 'Paranoid 5%', 'Anxious 3%', 'Dizzy 3%']",white tahoe cookies
Orange Durban,THC Dominant,,,,,,,,orange durban
South Asian Sativa,THC Dominant,,,,,,,,south asian sativa
24k Gold,THC Dominant,19–22% THC,< 1% CBD,"['Myrcene', 'Pinene', 'Limonene']",-0.0427,"['Relaxed 59%', 'Happy 56%', 'Uplifted 43%', 'Euphoric 41%', 'Creative 24%']","['Stress 27%', 'Depression 24%', 'Anxiety 23%', 'Pain 18%', 'PTSD 13%']","['Dry mouth 21%', 'Dry eyes 10%', 'Dizzy 6%', 'Headache 2%', 'Anxious 2%']",24k gold
Green Python,THC Dominant,,,,,,,,green python
Blue Mountain Fire,THC Dominant,,,,,,,,blue mountain fire
Iron Triangle,THC Dominant,19–23% THC,< 1% CBD,,,,,,iron triangle
X-File,THC Dominant,,,,,,,,x-file
Rocky Dennis,,,,,0.8503,,,,rocky dennis
Strawberry Dream,THC Dominant,18–19% THC,< 1% CBD,,0.7283,"['Happy 55%', 'Euphoric 50%', 'Uplifted 50%', 'Relaxed 41%', 'Energetic 39%']","['Stress 50%', 'Anxiety 44%', 'Depression 37%', 'Pain 25%', 'Fatigue 19%']","['Dry mouth 37%', 'Dry eyes 10%', 'Dizzy 5%', 'Anxious 3%', 'Paranoid 3%']",strawberry dream
Outer Space,THC Dominant,,,,0.9714,"['Uplifted 50%', 'Euphoric 47%', 'Energetic 45%', 'Creative 40%', 'Happy 39%']","['Stress 34%', 'Depression 25%', 'Pain 23%', 'Anxiety 22%', 'Fatigue 20%']","['Dry mouth 18%', 'Dry eyes 11%', 'Anxious 2%', 'Headache 2%', 'Paranoid 2%']",outer space
La Blanca Gold,THC Dominant,,,,,,,,la blanca gold
Mochi,THC Dominant,,,,-0.8179,"['Relaxed 70%', 'Sleepy 45%', 'Euphoric 35%', 'Happy 35%', 'Hungry 35%']","['Anxiety 48%', 'Insomnia 45%', 'Stress 41%', 'Depression 38%', 'Nausea 29%']","['Dry mouth 22%', 'Dry eyes 16%', 'Anxious 12%', 'Paranoid 9%', 'Dizzy 3%']",mochi
Blue Crack,THC Dominant,16–18% THC,< 1% CBD,,0.6069,"['Happy 55%', 'Euphoric 52%', 'Uplifted 49%', 'Relaxed 46%', 'Focused 37%']","['Stress 38%', 'Anxiety 29%', 'Pain 28%', 'Depression 26%', 'Fatigue 18%']","['Dry mouth 31%', 'Dry eyes 27%', 'Dizzy 10%', 'Paranoid 7%', 'Headache 7%']",blue crack
Poison Haze,THC Dominant,,,,,,,,poison haze
Don Carlos,THC Dominant,,,,,,,,don carlos
Gorilla Girl,THC Dominant,,,,,,,,gorilla girl
Supa Don,THC Dominant,,,,,,,,supa don
Purple Pinecone,THC Dominant,,,,,,,,purple pinecone
Northern Hashplant,,,,,-0.9259,,,,northern hashplant
Armagnac,THC Dominant,,,,,,,,armagnac
Brand X,THC Dominant,,,,-0.9876,"['Sleepy 67%', 'Relaxed 64%', 'Happy 62%', 'Hungry 56%', 'Euphoric 18%']","['Pain 67%', 'Insomnia 59%', 'Stress 56%', 'Arthritis 32%', 'Cancer 32%']","['Dry eyes 18%', 'Dry mouth 13%', 'Paranoid 2%']",brand x
Valley Girl,THC Dominant,20–25% THC,< 1% CBD,,0.386,,,,valley girl
Tutankhamon,THC Dominant,14–18% THC,< 1% CBD,,0.9638,"['Happy 59%', 'Uplifted 57%', 'Energetic 56%', 'Focused 48%', 'Euphoric 44%']","['Stress 31%', 'Depression 28%', 'Anxiety 20%', 'Pain 16%', 'Fatigue 12%']","['Dry mouth 25%', 'Dry eyes 18%', 'Anxious 7%', 'Paranoid 5%', 'Dizzy 4%']",tutankhamon
Blue Galaxy,THC Dominant,,,,,,,,blue galaxy
Chronic Thunder,THC Dominant,13–19% THC,< 1% CBD,,-0.9636,"['Relaxed 80%', 'Happy 50%', 'Euphoric 46%', 'Sleepy 46%', 'Hungry 28%']","['Insomnia 46%', 'Pain 38%', 'Stress 33%', 'Depression 31%', 'Anxiety 31%']","['Dry mouth 33%', 'Dry eyes 16%', 'Dizzy 8%', 'Headache 6%', 'Anxious 3%']",chronic thunder
Emperor Cookie Dough,,,,,-0.0207,,,,emperor cookie dough
Brooklyn Mango,THC Dominant,,,,,,,,brooklyn mango
Bubba 76,THC Dominant,13–16% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",,,,,bubba 76
Golden Ticket,THC Dominant,16–20% THC,< 1% CBD,"['Terpinolene', 'Myrcene', 'Pinene']",0.7092,"['Uplifted 54%', 'Euphoric 52%', 'Happy 52%', 'Relaxed 43%', 'Creative 35%']","['Stress 34%', 'Depression 29%', 'Anxiety 24%', 'Fatigue 14%', 'PTSD 13%']","['Dry mouth 25%', 'Dry eyes 7%', 'Anxious 6%', 'Dizzy 3%', 'Headache 1%']",golden ticket
Erez,THC Dominant,,,,-0.9822,,,,erez
Ogre,THC Dominant,17–22% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.7503,"['Relaxed 62%', 'Happy 54%', 'Euphoric 50%', 'Sleepy 46%', 'Uplifted 34%']","['Stress 45%', 'Anxiety 38%', 'Insomnia 35%', 'Pain 34%', 'Depression 23%']","['Dry mouth 32%', 'Dry eyes 17%', 'Dizzy 10%', 'Paranoid 7%', 'Headache 6%']",ogre
Euphoria Cookies,THC Dominant,,,,,,,,euphoria cookies
Grandpa’s Breath,THC Dominant,17–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8801,,,,grandpa’s breath
Beastmode OG,,,,,0.3892,"['Relaxed 72%', 'Happy 64%', 'Uplifted 60%', 'Euphoric 56%', 'Energetic 40%']","['Stress 36%', 'Pain 28%', 'Anxiety 28%', 'Fatigue 16%', 'Lack of appetite 16%']","['Dry mouth 24%', 'Anxious 20%', 'Dry eyes 16%', 'Paranoid 12%', 'Dizzy 4%']",beastmode og
Pure Love,,,,,-0.7262,,,,pure love
Cinderella's Dream,THC Dominant,,,,0.8628,"['Uplifted 56%', 'Energetic 50%', 'Euphoric 50%', 'Happy 50%', 'Relaxed 45%']","['Depression 25%', 'Stress 25%', 'Anxiety 18%', 'Lack of appetite 17%', 'Fatigue 15%']","['Dry mouth 14%', 'Dry eyes 6%', 'Anxious 3%', 'Dizzy 3%']",cinderella's dream
Middlefork x Pineapple Express,THC Dominant,,,,,,,,middlefork x pineapple express
White Fire Alien OG,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.304,"['Relaxed 62%', 'Happy 49%', 'Euphoric 44%', 'Uplifted 44%', 'Creative 25%']","['Pain 28%', 'Stress 28%', 'Insomnia 18%', 'Depression 16%', 'Anxiety 16%']","['Dry mouth 17%', 'Dry eyes 7%', 'Dizzy 6%', 'Paranoid 6%', 'Headache 3%']",white fire alien og
Grapefruit,THC Dominant,15–19% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Pinene']",0.9488,"['Happy 66%', 'Uplifted 58%', 'Energetic 51%', 'Euphoric 44%', 'Focused 36%']","['Stress 36%', 'Depression 30%', 'Anxiety 25%', 'Pain 21%', 'Fatigue 16%']","['Dry mouth 27%', 'Dry eyes 16%', 'Dizzy 6%', 'Paranoid 6%', 'Headache 4%']",grapefruit
Goji Diesel,THC Dominant,,,,,,,,goji diesel
Critical Plus,THC Dominant,14–19% THC,< 1% CBD,,-0.2638,"['Relaxed 70%', 'Happy 58%', 'Creative 46%', 'Uplifted 41%', 'Euphoric 34%']","['Stress 34%', 'Depression 31%', 'Pain 30%', 'Anxiety 24%', 'Fatigue 16%']","['Dry mouth 18%', 'Dry eyes 8%', 'Paranoid 6%', 'Headache 5%', 'Anxious 4%']",critical plus
Skunk 47,THC Dominant,,,,-0.7545,"['Relaxed 80%', 'Happy 52%', 'Uplifted 38%', 'Euphoric 28%', 'Giggly 28%']","['Stress 42%', 'Pain 38%', 'Depression 33%', 'Insomnia 23%', 'Inflammation 19%']","['Dry mouth 38%', 'Dry eyes 14%']",skunk 47
Hades OG,THC Dominant,,,,,,,,hades og
Foul Mouth,THC Dominant,,,,,,,,foul mouth
Lil Sebastian,THC Dominant,,,,,,,,lil sebastian
Purple Trainwreck,THC Dominant,14–17% THC,< 1% CBD,"['Terpinolene', 'Myrcene', 'Caryophyllene']",0.2346,"['Euphoric 60%', 'Happy 56%', 'Relaxed 51%', 'Uplifted 44%', 'Creative 30%']","['Stress 41%', 'Pain 34%', 'Anxiety 32%', 'Depression 23%', 'Insomnia 14%']","['Dry mouth 34%', 'Dry eyes 20%', 'Paranoid 7%', 'Dizzy 6%', 'Headache 4%']",purple trainwreck
Ninja Fruit,THC Dominant,15–20% THC,< 1% CBD,,0.8349,"['Happy 70%', 'Uplifted 59%', 'Energetic 48%', 'Euphoric 44%', 'Relaxed 44%']","['Stress 37%', 'Depression 29%', 'Anxiety 25%', 'PTSD 18%', 'Headaches 14%']","['Dry eyes 18%', 'Dry mouth 18%']",ninja fruit
Colin OG S1,THC Dominant,,,,,,,,colin og s1
Mighty Glue,THC Dominant,,,,,,,,mighty glue
