Name,Race,Flavor,Positive effects,Negative effects,Medical effects
IG Kush,hybrid,"['Sweet', 'Earthy', 'Orange']","['Relaxed', 'Happy', 'Sleepy']","['Dry Mouth', 'Dry Eyes']","['Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headaches']"
Ice,hybrid,"['Diesel', 'Flowery', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']"
Ice Cream,hybrid,"['Sweet', 'Vanilla', 'Berry']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']"
Ice Princess,hybrid,['Tropical'],"['Relaxed', 'Euphoric', 'Happy']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']"
Ice Queen,hybrid,"['Earthy', 'Sweet', 'Flowery']","['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Headaches']"
Ice Wreck,hybrid,"['Ammonia', 'Earthy', 'Pungent']","['Relaxed', 'Euphoric', 'Happy', 'Tingly']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Anxious']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Spasticity']"
Iced Widow,indica,"['Earthy', 'Butter', 'Pine']","['Relaxed', 'Euphoric', 'Happy', 'Talkative', 'Giggly']","['Dry Mouth', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']"
Ill OG,indica,"['Earthy', 'Pine', 'Pungent']","['Euphoric', 'Happy', 'Giggly']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Lack of Appetite', 'Eye Pressure', 'Inflammation']"
Illuminati OG,indica,"['Earthy', 'Sweet', 'Citrus']","['Relaxed', 'Hungry', 'Happy', 'Tingly', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Stress', 'Lack of Appetite', 'Headache', 'Spasticity']"
In The Pines,sativa,"['Pine', 'Pineapple', 'Tropical']","['Relaxed', 'Euphoric', 'Creative', 'Uplifted', 'Focused']","['Dizzy', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Inflammation', 'Muscle Spasms']"
Incredible Bulk,indica,"['Earthy', 'Citrus', 'Pungent']","['Relaxed', 'Euphoric', 'Happy', 'Sleepy', 'Focused']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Insomnia', 'Pain', 'Stress', 'Nausea', 'Muscle Spasms']"
Incredible Hulk,sativa,"['Sweet', 'Earthy', 'Pine']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Muscle Spasms']"
Industrial Plant,hybrid,"['Citrus', 'Honey', 'Tobacco']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']",['Paranoid'],"['Depression', 'Insomnia', 'Stress', 'Fatigue', 'Headaches']"
Ingrid,indica,"['Sweet', 'Cheese', 'Skunk']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Cramps', 'Nausea', 'Headache']"
Irene OG,hybrid,"['Earthy', 'Sweet', 'Pungent']","['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Focused']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Stress', 'Fatigue', 'Headaches']"
Iron Triangle,hybrid,"['Diesel', 'Earthy', 'Lemon']","['Hungry', 'Happy', 'Uplifted', 'Tingly', 'Giggly']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Cramps']"
Island Haze,sativa,"['Sweet', 'Berry', 'Blueberry']","['Euphoric', 'Creative', 'Energetic', 'Uplifted']",['Dry Mouth'],"['Depression', 'Stress', 'Fatigue']"
Island Maui Haze,sativa,"['Mango', 'Tropical', 'Ammonia']","['Euphoric', 'Creative', 'Uplifted', 'Tingly']",['Anxious'],"['Depression', 'Stress', 'Cramps', 'Nausea', 'Headaches']"
Island Sweet Skunk,sativa,"['Sweet', 'Tropical', 'Skunk']","['Euphoric', 'Happy', 'Energetic', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Headaches']"
J's Famous Kush,hybrid,"['Earthy', 'Pepper', 'Skunk']","['Relaxed', 'Hungry', 'Focused']",[],"['Stress', 'Lack of Appetite', 'Spasticity']"
J-27,sativa,"['Diesel', 'Earthy', 'Woody']","['Euphoric', 'Creative', 'Energetic', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Pain', 'Stress', 'Nausea', 'Headaches', 'Inflammation']"
J1,hybrid,"['Sweet', 'Earthy', 'Skunk']","['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Headaches']"
Jack 47,hybrid,"['Earthy', 'Spicy/Herbal', 'Woody']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Energetic']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Inflammation']"
Jack Burton,indica,"['Butter', 'Flowery', 'Rose']","['Euphoric', 'Creative', 'Focused', 'Aroused']",['Dizzy'],"['Insomnia', 'Pain', 'Stress', 'Fatigue', 'Inflammation']"
Jack Diesel,sativa,"['Diesel', 'Earthy', 'Flowery']","['Euphoric', 'Happy', 'Energetic', 'Focused', 'Giggly']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Lack of Appetite', 'Fatigue', 'Inflammation']"
Jack Flash,hybrid,"['Citrus', 'Sweet', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']"
Jack Frost,hybrid,"['Citrus', 'Earthy', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']"
Jack Haze,hybrid,"['Earthy', 'Spicy/Herbal', 'Woody']","['Happy', 'Creative', 'Energetic', 'Talkative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']"
Jack Herer,sativa,"['Earthy', 'Pine', 'Woody']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']"
Jack Kush,hybrid,"['Citrus', 'Sweet', 'Pungent']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Inflammation', 'Muscle Spasms']"
Jack Skellington,sativa,"['Diesel', 'Citrus', 'Pungent']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Energetic']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Muscle Spasms']"
Jack Smack,sativa,"['Blueberry', 'Earthy', 'Spicy/Herbal']","['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Focused']",[],"['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Headaches']"
Jack Widow,hybrid,"['Sweet', 'Earthy', 'Mango']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Pain', 'Stress', 'Nausea', 'Fatigue', 'Headaches']"
Jack Wreck,sativa,"['Citrus', 'Pungent', 'Blue Cheese']","['Euphoric', 'Creative', 'Energetic', 'Uplifted', 'Focused']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']"
Jack the Ripper,sativa,"['Lemon', 'Citrus', 'Pine']","['Euphoric', 'Happy', 'Energetic', 'Talkative', 'Uplifted']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Headaches']"
Jack's Cleaner,sativa,"['Citrus', 'Lemon', 'Chemical']","['Euphoric', 'Energetic', 'Talkative', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Nausea', 'Fatigue']"
Jack's Dream,hybrid,"['Grape', 'Berry', 'Blueberry']","['Euphoric', 'Happy', 'Creative', 'Uplifted', 'Focused']",[],"['Depression', 'Pain', 'Cramps', 'Fatigue', 'Inflammation']"
Jackalope,sativa,"['Earthy', 'Citrus', 'Flowery']","['Relaxed', 'Happy', 'Sleepy', 'Aroused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Stress', 'Fatigue', 'Headaches']"
Jacked-Up,hybrid,"['Berry', 'Citrus', 'Lemon']","['Hungry', 'Creative', 'Energetic', 'Focused', 'Aroused']",['Dry Mouth'],"['Depression', 'Insomnia', 'Stress', 'Lack of Appetite', 'Headache', 'Fatigue']"
Jacky White,sativa,"['Flowery', 'Grapefruit', 'Citrus']","['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Focused']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Stress', 'Nausea', 'Fatigue']"
Jah Kush,hybrid,"['Citrus', 'Earthy', 'Sweet']","['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Headaches']"
Jahwaiian,sativa,"['Sweet', 'Tropical', 'Earthy']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Aroused']",[],['Pain']
Jamaican,sativa,"['Earthy', 'Tropical', 'Skunk']","['Euphoric', 'Happy', 'Energetic', 'Talkative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Stress', 'Fatigue', 'Headaches']"
Jamaican Dream,sativa,"['Woody', 'Earthy', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Talkative', 'Uplifted']","['Dry Mouth', 'Anxious']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Muscle Spasms']"
Jamaican Lion,sativa,"['Earthy', 'Nutty', 'Lime']","['Relaxed', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Inflammation', 'Muscle Spasms']"
Jamaican Pearl,sativa,"['Earthy', 'Pungent', 'Woody']","['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Nausea', 'Eye Pressure']"
Jamba Juice,hybrid,"['Earthy', 'Berry', 'Pine']","['Happy', 'Energetic', 'Talkative', 'Tingly', 'Giggly']",[],"['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Muscle Spasms']"
Jane Doe,hybrid,"['Apricot', 'Berry', 'Citrus']","['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Giggly']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']"
Jasmine,hybrid,"['Sweet', 'Lavender', 'Rose']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']",['Dry Eyes'],"['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Nausea']"
Jawa Pie,indica,"['Lemon', 'Minty', 'Lime']","['Relaxed', 'Euphoric', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth']","['Depression', 'Insomnia', 'Pain', 'Cramps', 'Lack of Appetite']"
Jazz,hybrid,"['Citrus', 'Pepper', 'Sweet']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']"
Jean Guy,hybrid,"['Citrus', 'Pine', 'Lemon']","['Euphoric', 'Happy', 'Energetic', 'Talkative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Inflammation']"
Jedi Kush,indica,"['Earthy', 'Pungent', 'Pine']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']"
Jelly Roll,indica,"['Pungent', 'Sweet']","['Relaxed', 'Happy', 'Tingly']","['Paranoid', 'Dry Eyes']","['Insomnia', 'Stress', 'Nausea', 'Eye Pressure']"
Jenni,sativa,"['Sweet', 'Berry', 'Tree Fruit']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Energetic']",[],"['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headaches']"
Jenny Kush,hybrid,"['Citrus', 'Sweet', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Focused']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Headaches', 'Muscle Spasms']"
Jesse's Girl,indica,"['Berry', 'Coffee', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Creative']",['Dry Eyes'],"['Stress', 'Fatigue', 'Eye Pressure', 'Inflammation']"
Jesus,hybrid,"['Citrus', 'Earthy', 'Lavender']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']"
Jesus OG,sativa,"['Earthy', 'Lemon', 'Citrus']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']"
Jet Fuel,hybrid,"['Diesel', 'Earthy', 'Pungent']","['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Nausea', 'Fatigue']"
Jillybean,hybrid,"['Citrus', 'Sweet', 'Orange']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Fatigue']"
Jimi Hendrix,hybrid,"['Citrus', 'Earthy', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']",['Anxious'],"['Depression', 'Stress', 'Cramps', 'Lack of Appetite', 'Nausea']"
Jock Horror,sativa,"['Berry', 'Earthy', 'Sweet']","['Hungry', 'Euphoric', 'Happy', 'Energetic', 'Aroused']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Stress', 'Lack of Appetite', 'Fatigue']"
Johnny’s Tonic,sativa,"['Flowery', 'Skunk', 'Pungent']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Tingly']",['Dry Eyes'],"['Pain', 'Cramps', 'Nausea', 'Fatigue', 'Inflammation']"
Jolly Rancher,hybrid,"['Sweet', 'Pungent', 'Flowery']","['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Giggly']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headaches']"
Josh D OG,indica,"['Berry', 'Blueberry', 'Blue Cheese']",['Aroused'],"['Paranoid', 'Anxious']","['Depression', 'Cramps', 'Fatigue']"
Jr,indica,"['Earthy', 'Pungent', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']"
Juicy Fruit,hybrid,"['Sweet', 'Tropical', 'Citrus']","['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']"
Juicy Jack,hybrid,"['Sweet', 'Earthy', 'Citrus']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dry Mouth', 'Paranoid']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']"
Juliet,hybrid,"['Spicy/Herbal', 'Pine', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Focused']","['Dizzy', 'Dry Mouth']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Muscle Spasms']"
Julius Caesar,hybrid,"['Sweet', 'Flowery', 'Tropical']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Nausea']"
Jungle Juice,hybrid,"['Flowery', 'Citrus', 'Woody']","['Relaxed', 'Happy', 'Creative', 'Energetic', 'Sleepy']",[],"['Depression', 'Stress', 'Lack of Appetite', 'Fatigue', 'Headaches']"
Jupiter OG,indica,"['Pungent', 'Sweet', 'Flowery']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Insomnia', 'Pain', 'Lack of Appetite', 'Nausea', 'Headache', 'Headaches']"
K-Train,indica,"['Earthy', 'Citrus', 'Tree Fruit']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Cramps', 'Headache']"
K1,hybrid,"['Ammonia', 'Pepper', 'Pine']","['Happy', 'Energetic', 'Uplifted', 'Focused', 'Giggly']",[],"['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']"
K2,hybrid,"['Earthy', 'Citrus', 'Sweet']","['Relaxed', 'Hungry', 'Happy', 'Sleepy']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']"
KC 33,hybrid,"['Lemon', 'Citrus', 'Sweet']","['Relaxed', 'Hungry', 'Euphoric', 'Happy', 'Focused']",[],"['Pain', 'Stress', 'Headaches', 'Eye Pressure', 'Inflammation']"
KC 36,indica,"['Blueberry', 'Grape', 'Lavender']","['Relaxed', 'Uplifted', 'Sleepy']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Stress', 'Fatigue']"
KT Dawg,hybrid,"['Woody', 'Citrus', 'Sweet']","['Relaxed', 'Happy', 'Creative', 'Uplifted', 'Tingly']",['Dry Mouth'],"['Pain', 'Stress', 'Inflammation']"
Kaboom,sativa,"['Pine', 'Earthy', 'Lemon']","['Happy', 'Energetic', 'Talkative', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Fatigue']"
Kahuna,indica,"['Orange', 'Pineapple', 'Pungent']","['Relaxed', 'Euphoric', 'Creative', 'Uplifted', 'Focused']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']"
Kaia Kush,hybrid,"['Spicy/Herbal', 'Earthy', 'Flowery']","['Relaxed', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Stress', 'Lack of Appetite', 'Nausea', 'Headaches']"
Kalalau Kush,hybrid,"['Earthy', 'Mango', 'Pineapple']","['Euphoric', 'Happy', 'Energetic', 'Tingly', 'Aroused']",[],[]
Kalashnikova,hybrid,"['Sweet', 'Flowery', 'Earthy']","['Euphoric', 'Happy', 'Talkative', 'Uplifted', 'Focused']",['Dry Mouth'],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']"
Kali 47,sativa,"['Sweet', 'Vanilla']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']",[],"['Depression', 'Fatigue', 'Headaches', 'Inflammation', 'Muscle Spasms']"
Kali China,indica,"['Earthy', 'Mango', 'Minty']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Sleepy']",[],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']"
Kali Dog,hybrid,"['Citrus', 'Earthy', 'Lemon']","['Relaxed', 'Happy', 'Energetic', 'Uplifted', 'Sleepy']",['Dry Eyes'],"['Pain', 'Stress', 'Lack of Appetite', 'Headaches', 'Eye Pressure']"
Kali Mist,sativa,"['Earthy', 'Citrus', 'Sweet']","['Happy', 'Creative', 'Energetic', 'Uplifted', 'Focused']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Headache', 'Fatigue', 'Muscle Spasms']"
Kandahar,indica,"['Earthy', 'Apricot', 'Honey']","['Relaxed', 'Euphoric', 'Sleepy', 'Giggly']","['Dizzy', 'Dry Mouth']","['Depression', 'Insomnia', 'Pain', 'Stress']"
Kandy Kush,hybrid,"['Sweet', 'Citrus', 'Lemon']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Fatigue']"
Kaptn’s Grand Dream,hybrid,"['Ammonia', 'Blueberry', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Giggly']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Insomnia', 'Cramps', 'Lack of Appetite', 'Headache', 'Headaches']"
Karma Bitch,hybrid,"['Coffee', 'Earthy', 'Tea']","['Relaxed', 'Happy', 'Creative', 'Uplifted', 'Focused']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Spasticity']"
Katsu Bubba Kush,indica,"['Pungent', 'Grape', 'Plum']","['Relaxed', 'Euphoric', 'Happy', 'Tingly']","['Dizzy', 'Dry Mouth']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']"
Katsu Kush,indica,"['Earthy', 'Sweet', 'Berry']","['Relaxed', 'Euphoric', 'Happy', 'Sleepy', 'Giggly']","['Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Muscle Spasms']"
Kaua’i Electric,sativa,"['Orange', 'Tree Fruit', 'Sweet']","['Happy', 'Creative', 'Energetic', 'Uplifted', 'Focused']",[],"['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']"
Kelly Hill Gold,indica,"['Earthy', 'Pepper', 'Coffee']","['Euphoric', 'Happy', 'Energetic', 'Talkative', 'Aroused']","['Dry Mouth', 'Dry Eyes']","['Pain', 'Stress', 'Cramps', 'Inflammation', 'Muscle Spasms']"
Ken's Kush,hybrid,"['Berry', 'Blueberry', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Focused', 'Giggly']",['Dry Mouth'],"['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']"
Kerala Krush,sativa,"['Mango', 'Sweet', 'Orange']","['Relaxed', 'Hungry', 'Happy', 'Energetic', 'Focused']",[],"['Depression', 'Cramps', 'Nausea', 'Fatigue']"
Key Lime Pie,hybrid,"['Lime', 'Sweet', 'Citrus']","['Relaxed', 'Euphoric', 'Happy', 'Focused']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']"
Khalifa Kush,hybrid,"['Lemon', 'Pungent', 'Citrus']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Giggly']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Headaches']"
Khufu,indica,"['Pungent', 'Sweet', 'Woody']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused']","['Dry Mouth', 'Dry Eyes']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headaches']"
Kid N' Kookies,hybrid,"['Earthy', 'Pine', 'Skunk']","['Relaxed', 'Happy', 'Tingly', 'Giggly']","['Dry Mouth', 'Paranoid', 'Anxious']","['Depression', 'Insomnia', 'Pain', 'Headaches', 'Muscle Spasms']"
Kilimanjaro,sativa,"['Earthy', 'Spicy/Herbal', 'Pepper']","['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']"
Kill Bill,hybrid,"['Pine', 'Diesel', 'Earthy']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']",[],"['Depression', 'Stress', 'Lack of Appetite', 'Headaches', 'Eye Pressure']"
Killer Grape,hybrid,"['Sweet', 'Tropical', 'Grape']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted']",['Dry Mouth'],"['Pain', 'Stress', 'Cramps', 'Lack of Appetite', 'Fatigue']"
Killer Queen,hybrid,"['Citrus', 'Lemon', 'Orange']","['Happy', 'Creative', 'Energetic', 'Talkative', 'Uplifted']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Fatigue']"
Killing Fields,sativa,"['Lemon', 'Earthy', 'Pungent']","['Happy', 'Creative', 'Energetic', 'Focused', 'Aroused']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Fatigue']"
Kimbo Kush,hybrid,"['Earthy', 'Pine', 'Sweet']","['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Nausea', 'Headache']"
King Cake,hybrid,"['Sweet', 'Vanilla', 'Citrus']","['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']",['Anxious'],"['Stress', 'Lack of Appetite', 'Eye Pressure']"
