Name,Brand,Rating,Price,Join_name
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Conspiracy Kush,Alter Farms,,,conspiracy kush
Paris OG,CRU Cannabis,,,paris og
Blue Cookies,Freddy's Fuego,,,blue cookies
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Northern Lights,Boggy Boon,,,northern lights
503 Kush,Applegate Valley Organics,,,503 kush
XJ - 13 | Flash Frozen Cured,Space Weed by CannaGenesis,,,xj - 13 | flash frozen cured
Magic Melon Shake,Holistic Industries,,,magic melon shake
Platinum Shelf Dark Bar,LivWell,,,platinum shelf dark bar
CBD Plus,Doctor Green Thumb,,,cbd plus
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Tangier chilly,Mr. Mack's,,15.0,tangier chilly
Kalkushka (Master Kush X Bubba Kush),Real Leaf Solutions,,,kalkushka
Cookies 'N' Cream,Cannavore,,,cookies 'n' cream
Sherbert,Kelso Kreeper,,,sherbert
Create 309,Canndescent,,,create 309
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Orange Fuel,CRU Cannabis,4.0,,orange fuel
Appalachia,Grassroots Cannabis,,,appalachia
Banana Kush,Curaleaf,,,banana kush
The Black,Sky High Gardens,,11.0,the black
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
SFV CHEM,Culta,,,sfv chem
Racefuel OG,Sunday Goods,,,racefuel og
Lemon Cream Diesel (CBG),Black Tie CBD,5.0,15.99,lemon cream diesel
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Grandpa's Breath ,MÜV Products,,,grandpa's breath
Grease Monkey,Benson Elvis,,,grease monkey
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Do-Si-Do #22,Culta,,,do-si-do #22
Forbidden Fruit,Pacific Reserve,2.0,,forbidden fruit
Grease Monkey,High Level Health,,,grease monkey
Grateful Glue,Arizona Natural Selections (AZNS),,,grateful glue
Sour Diesel,Western Cultured by Hannah Industries,,,sour diesel
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Granddaddy Sherbet,Cresco Cannabis,,,granddaddy sherbet
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Oregon Diesel 14g,Top Shelf,,,oregon diesel 14g
King's Banner Popcorn,Sol Flower,,,king's banner popcorn
Gluelato Popcorn,Bloom Cannabis,,,gluelato popcorn
Grow West Flo x Stardawg,Grow West Cannabis Company,,,grow west flo x stardawg
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Jack Herer,LEAP FARMS,,,jack herer
Copper Chem,Ilera Healthcare,4.3,,copper chem
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Super Lemon Haze,Sira Naturals,,,super lemon haze
Triple Purple Pie,PUR,,,triple purple pie
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Mumbles,Sol Flower,,,mumbles
Blackwater ,DTF - Downtown Flower,4.0,18.0,blackwater
Pink Lemonade Pre-Roll - 1g,Evermore Cannabis Company,,,pink lemonade pre-roll - 1g
Hash Haze,Terrapin Care Station,3.9,,hash haze
Serious Hucklebilly,LEAP FARMS,,,serious hucklebilly
LA Confidential,Fleur Cannabis,,,la confidential
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Sweeties,Khush Kush,,,sweeties
The Guice ,Patriot Care,5.0,,the guice
Original Glue,ALIS GROUP,,,original glue
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
East Coast Sour Diesel,GOLDLEAF,,,east coast sour diesel
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Lambsbread,Grow West Cannabis Company,,,lambsbread
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Lemon-Lime Punch ,matter.,4.3,,lemon-lime punch
G4 OG,Lowell Herb Co.,,,g4 og
Jackie Treehorn,BLOOM FARMS,,,jackie treehorn
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Champagne,Forbidden Farms,5.0,,champagne
Jack Herer #8,verano,4.3,,jack herer #8
GSC (f.k.a. Girls Scout Cookies),Bloom Cannabis,,,gsc
Blueberry Athena ,OreKron (Oregon),,,blueberry athena
Alien Cough Popcorn,Copperstate Farms,,,alien cough popcorn
Mindscape,Pilot Cannabis,4.0,,mindscape
Mean Misty,Driftboat,,,mean misty
The 11,Sunday Goods,5.0,,the 11
RACE FUEL OG,High Grade Vape,,,race fuel og
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Golden Ticket,Regulator Xtracts,,,golden ticket
Bubba Kush,High Places Farms,,,bubba kush
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
GG#4 (Med),ReUp Farms,,,gg#4
Tangie,Bloom Cannabis,,,tangie
Jack Frost,Alter Farms,5.0,,jack frost
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Blue Lights,Bloom Cannabis,,,blue lights
Forum Cut Cookies,BaM - Body and Mind,4.0,,forum cut cookies
Glue,Elyon Cannabis,,,glue
Royal Highness - Premium Sun-Grown Flower,BLOOM FARMS,,30.0,royal highness - premium sun-grown flower
Zkittlez,Homegrown Cannabis Co.,,,zkittlez
Sherb Crasher,Freddy's Fuego,5.0,,sherb crasher
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Blueberry Gum #2,Project M,,,blueberry gum #2
Star Pebbles,CRU Cannabis,5.0,,star pebbles
Sweeties,Khush Kush,,,sweeties
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
E. LA Fire Flo OG,Hella Loud,,,e. la fire flo og
Astral Works,Prūf Cultivar,5.0,,astral works
Z Geist,ITEM 9,,,z geist
White Hawaiian,HQ Farms,,,white hawaiian
Rude Boi (REC),High Winds Farm,,,rude boi
Star Kush,Patriot Care,,,star kush
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Chocolope,High Grade AZ,,,chocolope
99 Cookies - Premium Sun-grown,BLOOM FARMS,,,99 cookies - premium sun-grown
Animal Cookies OG,Cookies,,,animal cookies og
Cookie Pie Popcorn,Arizona Organix,,,cookie pie popcorn
Mystery Haze,NUGZ FARM,,,mystery haze
Pancakes,Flow Kana,,,pancakes
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Runaway Haze Popcorn,Arizona Organix,,,runaway haze popcorn
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
24K Gold (Kosher Tangie),Taste Budz,,,24k gold
Wookie Fruit,Sublime Brands,,,wookie fruit
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Marionberry,Private Reserve By Northwest Cannabis Solutions,5.0,,marionberry
G6,verano,5.0,,g6
Chemdog 91,Lowell Herb Co.,,,chemdog 91
Biohazard,"CommCan, Inc.",,,biohazard
Ugly Stepsister,Terrapin Care Station,4.0,,ugly stepsister
THC Design XJ-13,Merosity Distribution ™,4.0,,thc design xj-13
Mazar x Blueberry OG,Mojave,,,mazar x blueberry og
Dirty Girl,GreenRush Cannabis,,,dirty girl
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
CBD Lilly,Seattle's Private Reserve - SPR,,,cbd lilly
Hash Haze,Terrapin Care Station,3.9,,hash haze
Cherry Wine (CBD - 2 Grams),Lancashire Hemp,5.0,20.0,cherry wine
Blueberry Kush ,CRU Cannabis,,,blueberry kush
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Big Monkey Glue #4,Sundance Gardens,,,big monkey glue #4
GSOG X MOB,Sira Naturals,,,gsog x mob
Punch Breath,MÜV Products,,,punch breath
Cherry OG,Tryke Companies,5.0,,cherry og
Bootylicious,Forbidden Farms,,,bootylicious
Bubba Jam,Makru Farms,,,bubba jam
Cherry Hills,Veritas Farms,,,cherry hills
Grape Ape,WAH FARMS CBD,,,grape ape
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Lemon OG,Alibi,,,lemon og
Tropic Fusion Flower,Cloud 9 Farms,,,tropic fusion flower
Ripped Bubba,Boggy Boon,,,ripped bubba
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Triple Chocolate Chip,Pacific Frost Farms,4.8,,triple chocolate chip
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Gorilla Punch,ACE Revolution,,,gorilla punch
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Black Jack,Leafwerx,,,black jack
Cheese,Okanogan Gold,,,cheese
Zombie Fields Flower,The Humboldt Cure,,25.0,zombie fields flower
Gorilla White,Pura Vida Cannabis,2.0,,gorilla white
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Jelly Breath | NEST,Perch Harvests,,48.0,jelly breath | nest
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Dream Lotus B Buds,HUSH,,,dream lotus b buds
Zonka Farms Blue Dream,OG Zonka,5.0,,zonka farms blue dream
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Primus,Sweetwater Farms,5.0,,primus
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Sunflower Red,Abatin Wellness,5.0,,sunflower red
Oregon Candy Cloud,Aroma Cannabis,,,oregon candy cloud
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
GSC (f.k.a. Girls Scout Cookies) Shake,Bloom Cannabis,,,gsc  shake
Connoisseur Flower- Lavender Cookies,Legion of Bloom,,45.0,connoisseur flower- lavender cookies
Strawberries & Cream,Exotic Genetix,5.0,,strawberries & cream
Blackberry Kush,Dawg Star,,,blackberry kush
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Cobalt Ice,Ayra,,,cobalt ice
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Triangle Kush,Kiona,,,triangle kush
Jesus OG,Tryke Companies,,,jesus og
Bast CBD Flower,Medhemporium,,30.0,bast cbd flower
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Cannatonic,Okie Kush,,,cannatonic
Frost Boss #8 Popcorn Nugs,Sunday Goods,,,frost boss #8 popcorn nugs
Bootleg Haze Popcorn,Arizona Organix,,,bootleg haze popcorn
Moonshine Haze #3,Arizona Organix,4.0,,moonshine haze #3
Strawberry Banana OG,Flow Kana,,,strawberry banana og
Tina Danza,Sunday Goods,,,tina danza
707 Headband,Cresco Cannabis,5.0,,707 headband
Hash Haze,Terrapin Care Station,3.9,,hash haze
SPK,Talking Trees Farms,,,spk
Purple Urkle Mini Buds - Relax,rythm,,,purple urkle mini buds - relax
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Thunderbird Rose,Rebel Spirit Cannabis Company,5.0,,thunderbird rose
Clementine's Terpentine,Taste Budz,,,clementine's terpentine
Easy Dawg,Shift Cannabis,,,easy dawg
Lemon Lotus,Central Ave,,,lemon lotus
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Cheese Quake,ALIS GROUP,,,cheese quake
Kush Mint,PUR,,,kush mint
Gelato,GOLDLEAF,,,gelato
Chem De La Chem,Grassroots Cannabis,4.7,,chem de la chem
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
RMG Charlotte's Web (CBD Dominant),Mayflower Medicinals,,,rmg charlotte's web
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Turpee Slurpee,Snickle Fritz by Grow Op Farms,,,turpee slurpee
The Soap,Cookies,,,the soap
Dawg Cookies,Dicot Farms,4.1,,dawg cookies
LA Puck,High Level Health,,,la puck
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Connect 411,Canndescent,,,connect 411
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Gold Shelf Bruce Banner,LivWell,,,gold shelf bruce banner
Black Mamba ,matter.,,,black mamba
Sherbert X Stardawg,Shift Cannabis,,,sherbert x stardawg
Super Lemon OG,CannaSol Farms,,,super lemon og
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Glue 75% Popcorn,Bloom Cannabis,,,glue 75% popcorn
Purple Gorilla,Applegate Valley Organics,,,purple gorilla
Zkittlez,Bloom Cannabis,,,zkittlez
Afghani Skunk,Walden Cannabis,,,afghani skunk
Zombie Kush,DTF - Downtown Flower,,,zombie kush
Rainier Cherries,Freddy's Fuego,,,rainier cherries
5 Alive,LitHouse,4.3,,5 alive
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Lollypop,Bedford Grow,5.0,,lollypop
Cluster Funk,Excolo Farms,,,cluster funk
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Animal Candy #6,Tierra Grow,5.0,,animal candy #6
Citrus Sap Flower,Cloud 9 Farms,,,citrus sap flower
Cinex,Western Cultured by Hannah Industries,,,cinex
SPK,Honeydew Farms,,,spk
Oregon Diesel 28g,Top Shelf,,,oregon diesel 28g
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Rude Boi (MED),High Winds Farm,,,rude boi
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Granddaddy Purple,Empire,,,granddaddy purple
Private Reserve OG,Bloom Cannabis,,,private reserve og
Grape Stomper,LivWell,4.0,,grape stomper
Florida Lemons,Urban Greenhouse,,,florida lemons
Elektra CBD Flower,Medhemporium,,30.0,elektra cbd flower
Twisted Lime OG,Revolution Enterprises,4.8,,twisted lime og
Golden Panda,GreenRush Cannabis,,,golden panda
Sweet Dream,LEAP FARMS,,,sweet dream
Chem,BG Family Farms,,,chem
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Green Krack,Altitude the Dispensary,,,green krack
Black & Blue Marley Green Flower,Marley Natural,,,black & blue marley green flower
Voltron,Green Source Gardens,,,voltron
Chem Cookies,Subdued Excitement (SUBX),,,chem cookies
Silver Haze,Frosted Flowers,,,silver haze
Durban Kush,Silverpeak,,,durban kush
Animal Cookies,Elyon Cannabis,,,animal cookies
Mystic Ribbon,Sweetwater Farms,5.0,,mystic ribbon
Papaya,GOLDLEAF,,,papaya
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Critical Purple,Western Cultured by Hannah Industries,,,critical purple
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Cherry Diesel,Ilera Healthcare,5.0,,cherry diesel
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Dragon's Breath,Aeriz,,,dragon's breath
Pine Glue,High Life Farms,,,pine glue
Premium Blue Dream,Arizona Organix,,,premium blue dream
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
Tahoe OG,High Winds Farm,,,tahoe og
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Hash Haze,Terrapin Care Station,3.9,,hash haze
Harlequin x Granddaddy Purple,Royal Tree Gardens,,,harlequin x granddaddy purple
 Blue Magoo,Oregon Roots,4.0,,blue magoo
Jack Skellington,INDO,,,jack skellington
Hustle Kush #11,Maryhill Sunshine,,,hustle kush #11
Dog Patch,Liberty,,,dog patch
Fruit Punch,High Level Health,,,fruit punch
Juicy Fruit,Okanogan Gold,,,juicy fruit
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Hash Haze,Terrapin Care Station,3.9,,hash haze
Brian Berry Cough,Excolo Farms,,,brian berry cough
Platinum Yeti,ITEM 9,5.0,,platinum yeti
Chiquita Banana (Banana OG),Lowell Herb Co.,,,chiquita banana
Sticky Glue,Excolo Farms,,,sticky glue
Dr. Who #6,GreenRush Cannabis,,,dr. who #6
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
LA Confidential,Liberty,,,la confidential
Deadhead OG,Patriot Care,5.0,,deadhead og
Chem OG,One Farms,,,chem og
LA Confidential,Cowlitz Gold,,,la confidential
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,blueberry pie
DS9 Cookies,SWC,,,ds9 cookies
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Scream Queen,Fire Leaf,,,scream queen
Iron Triangle,LivWell,,,iron triangle
Spyrock OG,Henry's Original,5.0,,spyrock og
Chem Skunk,MÜV Products,,,chem skunk
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Blue Sherbet,Northwest Cannabis Solutions,,,blue sherbet
Bubba Kush,Western Cultured by Hannah Industries,,,bubba kush
House Tier Lime OG,Harvest,,,house tier lime og
Weird Science Platinum Line,Phat Panda by Grow Op Farms,,,weird science platinum line
GG (f.k.a. Gorilla Glue),True Humboldt,4.4,,gg
MAC,Eugenius,,,mac
Premium Dela Haze,Harvest,,,premium dela haze
Skywalker OG,Emerald Family Farms,4.5,,skywalker og
Cherry Pie,Noble Farms OR,,,cherry pie
Brownie Scout - Relax,rythm,4.7,,brownie scout - relax
Silky Johnson,Cowlitz Gold,,,silky johnson
Galactic Glue #2,Clandestine Gardens,4.3,,galactic glue #2
Super Snow Dog,House of Cultivar,,,super snow dog
Remedy,Central Ave,,,remedy
Purple Eclipse,Sanctuary Medicinals,5.0,,purple eclipse
Blueberry Muffin Flower,Evermore Cannabis Company,,,blueberry muffin flower
Pineapple Chunk,Virginia Co.,5.0,,pineapple chunk
22:1 Spectrum #12,ACE Revolution,,,22:1 spectrum #12
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Black Rose,Copperstate Farms,,,black rose
PIE 95,Sira Naturals,,,pie 95
Oregon Huckleberry ,Williams Wonder Farms,,,oregon huckleberry
G-13 Haze,Red Frog Cannabis,5.0,,g-13 haze
Purple Punch,MR. GRIMM Premium Cannabis,,,purple punch
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
GG#4 Popcorn,Bloom Cannabis,,,gg#4 popcorn
Nuke EM MiniNugs,Mayflower Medicinals,,,nuke em mininugs
Northern Lights X Big Bud,Osage Creek,2.0,,northern lights x big bud
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Amnesia Haze,Rolling Cascades Farm,,,amnesia haze
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Chemdog #4,Garden Remedies,,,chemdog #4
Legion Grown- Golden OG,Legion of Bloom,,25.0,legion grown- golden og
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Super Goo #8 Flower,Fifty Fold,,,super goo #8 flower
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
UW Purple,Blue Roots Cannabis Co.,5.0,,uw purple
Tangie,Khush Kush,,,tangie
Platinum Cookies and Cream,High Grade AZ,,,platinum cookies and cream
Animal Mints BX1 #2 (70/30 Indica) (Medical),Patriot Care,,,animal mints bx1 #2
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
White Fire OG,DTF - Downtown Flower,,15.0,white fire og
GSC,ALIS GROUP,,,gsc
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Grim Bastard OG,ACE Revolution,5.0,,grim bastard og
Stardawg (Rec),Highland Provisions,,,stardawg
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,gsc
Hash Haze,Terrapin Care Station,3.9,,hash haze
Souwa Gwapes,Phat Panda by Grow Op Farms,,,souwa gwapes
Sour Dubble,Lowell Herb Co.,,,sour dubble
Long's Peak Blue,Terrapin Care Station,4.3,,long's peak blue
Kona Gold,High Five Farms,,,kona gold
Lemon Cheese Quake,Fire Leaf,,,lemon cheese quake
Blackberry Kush,ALIS GROUP,,,blackberry kush
Hoof x Siesta Key OG,RGL Private Reserve,,,hoof x siesta key og
Flower - Ghost Rider #4 (PC),Arizona Organix,,,flower - ghost rider #4
Cherry OG,Kelso Kreeper,,,cherry og
5 Star,"CommCan, Inc.",,,5 star
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Limonene Queen- Clarity,Liberty,,,limonene queen- clarity
El Fuego,High Mountain Health,4.0,,el fuego
J-1,Sunday Goods,,,j-1
Candyland (CBD),Black Tie CBD,5.0,9.0,candyland
Stardawg,Ilera Healthcare,,,stardawg
Star Punch,Abundant Organics,,,star punch
BLCK Flower - Green Crack,HUXTON,2.0,,blck flower - green crack
Hot Rod,SunMed Growers,,,hot rod
Double Dutch Fruity Pebbles 1g,Double Dutch Farms,,,double dutch fruity pebbles 1g
Apple Sherbet,,,,apple sherbet
Oregon Raspberry Kush,Mojave,,,oregon raspberry kush
Critical Kush (CBD),Simply Crafted,4.9,25.0,critical kush
Afghan Kush,Urban Greenhouse,,,afghan kush
Strawberry Banana,Flav,,,strawberry banana
Zkittlez (CBD),Simply Crafted,5.0,25.0,zkittlez
Jager,Millerville Farms,5.0,,jager
Atomic Blueberry,Ayra,,,atomic blueberry
Blueberry Cheesecake,Solstice,,,blueberry cheesecake
Granddaddy Purple,Abundant Organics,,,granddaddy purple
Thin Mints,Double Dutch Farms,5.0,,thin mints
Grapefruit Durban,Terrapin Care Station,4.7,,grapefruit durban
Pineapple Super Silver Haze 28g,Top Shelf,,,pineapple super silver haze 28g
Z Cube,Copperstate Farms,5.0,,z cube
Snow Leopard,Hellavated by Avitas,,,snow leopard
High CBD Flower Cured with Terpenes - Otto x Cherry,Simply Crafted,4.9,25.0,high cbd flower cured with terpenes - otto x cherry
Strawberry Banana,Prūf Cultivar,,,strawberry banana
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Cheese ,KYND Cannabis Company,5.0,,cheese
Kimber Kush CBD Flower,Medhemporium,,30.0,kimber kush cbd flower
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,original glue
Goji OG,High Grade AZ,,,goji og
Sour Tangie,Sky Cannabis,,,sour tangie
