Name,Brand,Rating,Price,Race,Flavor,Dominance,THC,CBD,Terpenes,"Calm/Energize [-1,1]",Positive effects,Positive effects (reviews),Negative effects,Medical effects (reviews),Medical effects,Negative effects (reviews)
Golden Lemon,Sky Cannabis,,,hybrid,"['Lemon', 'Citrus', 'Flowery']",THC Dominant,19–23% THC,< 1% CBD,"['Terpinolene', 'Myrcene', 'Caryophyllene']",-0.1821,"['Relaxed', 'Euphoric', 'Happy', 'Tingly', 'Giggly']","['Relaxed 78%', 'Happy 62%', 'Euphoric 60%', 'Uplifted 48%', 'Creative 25%']",[],"['Anxiety 29%', 'Depression 28%', 'Stress 27%', 'Insomnia 18%', 'Pain 18%']",[],"['Dry mouth 29%', 'Dry eyes 14%', 'Anxious 6%', 'Dizzy 4%', 'Paranoid 2%']"
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,,,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.3794,,"['Relaxed 68%', 'Happy 55%', 'Euphoric 52%', 'Uplifted 40%', 'Sleepy 28%']",,"['Stress 32%', 'Pain 26%', 'Depression 25%', 'Anxiety 23%', 'Insomnia 19%']",,"['Dry mouth 26%', 'Dry eyes 13%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
SFV OG,Bloom Cannabis,,,hybrid,"['Pine', 'Earthy', 'Pungent']",THC Dominant,17–21% THC,< 1% CBD,"['Myrcene', 'Limonene', 'Caryophyllene']",0.1461,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused']","['Relaxed 53%', 'Happy 52%', 'Euphoric 45%', 'Uplifted 40%', 'Focused 28%']","['Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Pain 33%', 'Stress 32%', 'Depression 25%', 'Anxiety 25%', 'Headaches 15%']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Fatigue']","['Dry mouth 24%', 'Dry eyes 13%', 'Dizzy 5%', 'Headache 3%', 'Anxious 3%']"
Candyland (CBD),Black Tie CBD,5.0,9.0,sativa,"['Sweet', 'Earthy', 'Pungent']",THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.7717,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 62%', 'Uplifted 53%', 'Euphoric 50%', 'Relaxed 46%', 'Energetic 42%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 30%', 'Depression 28%', 'Anxiety 21%', 'Pain 19%', 'Fatigue 16%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 21%', 'Dry eyes 13%', 'Anxious 5%', 'Dizzy 4%', 'Paranoid 3%']"
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,,,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.3794,,"['Relaxed 68%', 'Happy 55%', 'Euphoric 52%', 'Uplifted 40%', 'Sleepy 28%']",,"['Stress 32%', 'Pain 26%', 'Depression 25%', 'Anxiety 23%', 'Insomnia 19%']",,"['Dry mouth 26%', 'Dry eyes 13%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
Pennywise,Strane,,,indica,"['Earthy', 'Sweet', 'Woody']",Balanced THC/CBD,5–8% THC,6–8% CBD,"['Myrcene', 'Pinene', 'Terpinolene']",-0.6816,"['Relaxed', 'Euphoric', 'Happy', 'Sleepy', 'Focused']","['Relaxed 80%', 'Happy 49%', 'Uplifted 36%', 'Euphoric 33%', 'Sleepy 32%']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Anxiety 41%', 'Pain 40%', 'Stress 39%', 'Depression 33%', 'Inflammation 21%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Inflammation']","['Dry mouth 16%', 'Dry eyes 11%', 'Dizzy 4%', 'Headache 4%', 'Anxious 3%']"
Critical Kush (CBD),Simply Crafted,4.9,25.0,indica,"['Earthy', 'Pungent', 'Woody']",THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8753,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 79%', 'Happy 54%', 'Sleepy 47%', 'Euphoric 41%', 'Uplifted 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Pain 33%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 27%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 3%']"
Jack Herer,verano,,,sativa,"['Earthy', 'Pine', 'Woody']",THC Dominant,15–19% THC,< 1% CBD,"['Terpinolene', 'Caryophyllene', 'Myrcene']",0.9272,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Happy 55%', 'Uplifted 51%', 'Euphoric 47%', 'Energetic 47%', 'Creative 43%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Depression 29%', 'Anxiety 28%', 'Pain 21%', 'Fatigue 15%']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']","['Dry mouth 26%', 'Dry eyes 16%', 'Paranoid 6%', 'Dizzy 6%', 'Anxious 4%']"
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,hybrid,"['Blueberry', 'Sweet', 'Berry']",THC Dominant,,,,-0.0981,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Relaxed 64%', 'Happy 60%', 'Uplifted 46%', 'Euphoric 35%', 'Giggly 21%']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Stress 37%', 'Pain 35%', 'Depression 23%', 'Insomnia 23%', 'Anxiety 21%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']","['Dry mouth 23%', 'Dry eyes 12%', 'Anxious 1%', 'Dizzy 1%', 'Headache 1%']"
Ice Cream Cake,Harvest,,,,,THC Dominant,19–24% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Linalool']",-0.9116,,"['Relaxed 53%', 'Happy 31%', 'Euphoric 31%', 'Sleepy 25%', 'Tingly 20%']",,"['Stress 19%', 'Pain 18%', 'Depression 16%', 'Anxiety 14%', 'Insomnia 11%']",,"['Dry mouth 10%', 'Dry eyes 7%', 'Dizzy 2%', 'Paranoid 2%', 'Anxious 0%']"
Candyland (CBD),Black Tie CBD,5.0,9.0,sativa,"['Sweet', 'Earthy', 'Pungent']",THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.7717,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 62%', 'Uplifted 53%', 'Euphoric 50%', 'Relaxed 46%', 'Energetic 42%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 30%', 'Depression 28%', 'Anxiety 21%', 'Pain 19%', 'Fatigue 16%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 21%', 'Dry eyes 13%', 'Anxious 5%', 'Dizzy 4%', 'Paranoid 3%']"
Locomotion,Ilera Healthcare,5.0,,indica,"['Earthy', 'Pungent', 'Sweet']",THC Dominant,15–18% THC,< 1% CBD,,-0.7408,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted']","['Relaxed 70%', 'Euphoric 50%', 'Happy 45%', 'Uplifted 36%', 'Sleepy 27%']",['Dry Mouth'],"['Stress 47%', 'Pain 31%', 'Depression 29%', 'Insomnia 25%', 'Anxiety 20%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea']","['Dry mouth 31%', 'Dizzy 6%', 'Dry eyes 6%', 'Anxious 4%', 'Paranoid 4%']"
Critical Kush (CBD),Simply Crafted,4.9,25.0,indica,"['Earthy', 'Pungent', 'Woody']",THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8753,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 79%', 'Happy 54%', 'Sleepy 47%', 'Euphoric 41%', 'Uplifted 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Pain 33%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 27%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 3%']"
Nebula,Harvest,,,hybrid,"['Sweet', 'Earthy', 'Honey']",THC Dominant,,,,0.8588,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Happy 67%', 'Euphoric 65%', 'Uplifted 64%', 'Creative 47%', 'Energetic 39%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 42%', 'Anxiety 39%', 'Depression 35%', 'Pain 20%', 'Fatigue 13%']","['Depression', 'Pain', 'Stress', 'Nausea', 'Headache', 'Fatigue']","['Dry mouth 26%', 'Dry eyes 20%', 'Paranoid 12%', 'Dizzy 11%', 'Headache 11%']"
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,hybrid,"['Blueberry', 'Sweet', 'Berry']",THC Dominant,,,,-0.0981,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Relaxed 64%', 'Happy 60%', 'Uplifted 46%', 'Euphoric 35%', 'Giggly 21%']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Stress 37%', 'Pain 35%', 'Depression 23%', 'Insomnia 23%', 'Anxiety 21%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']","['Dry mouth 23%', 'Dry eyes 12%', 'Anxious 1%', 'Dizzy 1%', 'Headache 1%']"
Chemdawg 91,GOLDLEAF,,,hybrid,"['Pungent', 'Earthy', 'Diesel']",,,,,,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']",,"['Dry Mouth', 'Paranoid', 'Dry Eyes']",,"['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']",
Cherry Pie,Dawg Star,,,hybrid,"['Sweet', 'Berry', 'Earthy']",THC Dominant,14–18% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Pinene']",0.1142,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Relaxed 58%', 'Happy 58%', 'Euphoric 50%', 'Uplifted 43%', 'Creative 29%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 35%', 'Depression 27%', 'Anxiety 24%', 'Pain 22%', 'Insomnia 14%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']","['Dry mouth 26%', 'Dry eyes 14%', 'Dizzy 5%', 'Anxious 4%', 'Paranoid 4%']"
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,,,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.3794,,"['Relaxed 68%', 'Happy 55%', 'Euphoric 52%', 'Uplifted 40%', 'Sleepy 28%']",,"['Stress 32%', 'Pain 26%', 'Depression 25%', 'Anxiety 23%', 'Insomnia 19%']",,"['Dry mouth 26%', 'Dry eyes 13%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
Jack Herer,Falcanna,,,sativa,"['Earthy', 'Pine', 'Woody']",THC Dominant,15–19% THC,< 1% CBD,"['Terpinolene', 'Caryophyllene', 'Myrcene']",0.9272,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Happy 55%', 'Uplifted 51%', 'Euphoric 47%', 'Energetic 47%', 'Creative 43%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Depression 29%', 'Anxiety 28%', 'Pain 21%', 'Fatigue 15%']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']","['Dry mouth 26%', 'Dry eyes 16%', 'Paranoid 6%', 'Dizzy 6%', 'Anxious 4%']"
Superglue,Taste Budz,4.8,,hybrid,"['Pungent', 'Pine', 'Earthy']",THC Dominant,17–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.345,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused']","['Relaxed 81%', 'Happy 62%', 'Euphoric 53%', 'Uplifted 42%', 'Focused 34%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 39%', 'Anxiety 29%', 'Pain 28%', 'Depression 27%', 'Insomnia 19%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 29%', 'Dry eyes 12%', 'Dizzy 4%', 'Anxious 4%', 'Headache 2%']"
Critical Kush (CBD),Simply Crafted,4.9,25.0,indica,"['Earthy', 'Pungent', 'Woody']",THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8753,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 79%', 'Happy 54%', 'Sleepy 47%', 'Euphoric 41%', 'Uplifted 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Pain 33%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 27%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 3%']"
Chocolope,Level 10 LLC,,,sativa,"['Coffee', 'Earthy', 'Sweet']",THC Dominant,13–18% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",0.9262,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Happy 62%', 'Uplifted 59%', 'Euphoric 50%', 'Energetic 48%', 'Creative 39%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 43%', 'Depression 34%', 'Anxiety 29%', 'Pain 19%', 'Fatigue 16%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Muscle Spasms']","['Dry mouth 24%', 'Dry eyes 15%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
Wedding Cake,ENVY,,,hybrid,"['Sweet', 'Earthy', 'Pungent']",THC Dominant,17–24% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Myrcene']",-0.3269,"['Relaxed', 'Euphoric', 'Happy', 'Creative', 'Uplifted']","['Relaxed 54%', 'Happy 47%', 'Euphoric 38%', 'Uplifted 33%', 'Hungry 20%']","['Paranoid', 'Dry Eyes', 'Anxious']","['Stress 21%', 'Depression 17%', 'Anxiety 14%', 'Pain 14%', 'Insomnia 9%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite', 'Headache']","['Dry mouth 17%', 'Dry eyes 8%', 'Dizzy 5%', 'Anxious 2%', 'Paranoid 1%']"
Sour Diesel ,Yilo,,,,,THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",0.8822,,"['Happy 61%', 'Uplifted 53%', 'Euphoric 53%', 'Energetic 49%', 'Creative 42%']",,"['Stress 38%', 'Depression 28%', 'Anxiety 28%', 'Pain 23%', 'Fatigue 13%']",,"['Dry mouth 34%', 'Dry eyes 19%', 'Paranoid 10%', 'Dizzy 8%', 'Headache 5%']"
Grape Pie,CRU Cannabis,,,,,THC Dominant,11–20% THC,< 1% CBD,,,,,,,,
Original Glue (GG4) (fka Gorilla Glue #4),GG Strains LLC,4.4,,,,THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Myrcene']",-0.3794,,"['Relaxed 68%', 'Happy 55%', 'Euphoric 52%', 'Uplifted 40%', 'Sleepy 28%']",,"['Stress 32%', 'Pain 26%', 'Depression 25%', 'Anxiety 23%', 'Insomnia 19%']",,"['Dry mouth 26%', 'Dry eyes 13%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
Ghost Train Haze,Mayflower Medicinals,,,sativa,"['Citrus', 'Earthy', 'Sweet']",THC Dominant,14–19% THC,< 1% CBD,"['Terpinolene', 'Myrcene', 'Limonene']",0.9088,"['Euphoric', 'Happy', 'Energetic', 'Uplifted', 'Focused']","['Happy 56%', 'Uplifted 51%', 'Euphoric 48%', 'Energetic 48%', 'Focused 37%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 28%', 'Depression 27%', 'Pain 19%', 'Anxiety 17%', 'Fatigue 14%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 20%', 'Dry eyes 12%', 'Anxious 10%', 'Dizzy 7%', 'Paranoid 6%']"
Chernobyl,Hang Roots,,,hybrid,"['Citrus', 'Lime', 'Lemon']",THC Dominant,15–20% THC,< 1% CBD,"['Terpinolene', 'Myrcene', 'Caryophyllene']",0.778,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 55%', 'Uplifted 51%', 'Euphoric 49%', 'Relaxed 42%', 'Energetic 41%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes']","['Stress 37%', 'Depression 33%', 'Pain 28%', 'Anxiety 28%', 'Fatigue 15%']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Headache', 'Headaches']","['Dry mouth 28%', 'Dry eyes 16%', 'Dizzy 5%', 'Paranoid 4%', 'Anxious 4%']"
Critical Kush (CBD),Simply Crafted,4.9,25.0,indica,"['Earthy', 'Pungent', 'Woody']",THC Dominant,15–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.8753,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 79%', 'Happy 54%', 'Sleepy 47%', 'Euphoric 41%', 'Uplifted 30%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Pain 33%', 'Insomnia 29%', 'Depression 28%', 'Anxiety 27%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Lack of Appetite']","['Dry mouth 32%', 'Dry eyes 19%', 'Dizzy 7%', 'Anxious 4%', 'Paranoid 3%']"
Jack Herer,Royal Choice Farms,,,sativa,"['Earthy', 'Pine', 'Woody']",THC Dominant,15–19% THC,< 1% CBD,"['Terpinolene', 'Caryophyllene', 'Myrcene']",0.9272,"['Euphoric', 'Happy', 'Creative', 'Energetic', 'Uplifted']","['Happy 55%', 'Uplifted 51%', 'Euphoric 47%', 'Energetic 47%', 'Creative 43%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 36%', 'Depression 29%', 'Anxiety 28%', 'Pain 21%', 'Fatigue 15%']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']","['Dry mouth 26%', 'Dry eyes 16%', 'Paranoid 6%', 'Dizzy 6%', 'Anxious 4%']"
Candyland (CBD),Black Tie CBD,5.0,9.0,sativa,"['Sweet', 'Earthy', 'Pungent']",THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.7717,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 62%', 'Uplifted 53%', 'Euphoric 50%', 'Relaxed 46%', 'Energetic 42%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 30%', 'Depression 28%', 'Anxiety 21%', 'Pain 19%', 'Fatigue 16%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 21%', 'Dry eyes 13%', 'Anxious 5%', 'Dizzy 4%', 'Paranoid 3%']"
Zkittlez (CBD),Simply Crafted,5.0,25.0,indica,"['Sweet', 'Berry', 'Grape']",THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Humulene', 'Linalool']",-0.6124,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 48%', 'Happy 30%', 'Euphoric 27%', 'Uplifted 23%', 'Sleepy 20%']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Stress 19%', 'Depression 16%', 'Anxiety 16%', 'Pain 14%', 'Insomnia 10%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']","['Dry mouth 17%', 'Dry eyes 9%', 'Headache 3%', 'Dizzy 3%', 'Anxious 2%']"
Black Mamba ,Fidus PDX,,,indica,"['Sweet', 'Woody', 'Earthy']",THC Dominant,16–22% THC,< 1% CBD,,-0.8639,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 69%', 'Sleepy 47%', 'Happy 46%', 'Euphoric 44%', 'Uplifted 31%']","['Dizzy', 'Dry Mouth', 'Dry Eyes', 'Anxious']","['Stress 34%', 'Insomnia 32%', 'Pain 26%', 'Anxiety 23%', 'Depression 23%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Headache', 'Headaches']","['Dry mouth 23%', 'Dry eyes 17%', 'Dizzy 4%', 'Headache 3%', 'Paranoid 3%']"
Dolato,Ataraxia,,,,,THC Dominant,22–27% THC,< 1% CBD,,,,,,,,
Zkittlez (CBD),Simply Crafted,5.0,25.0,indica,"['Sweet', 'Berry', 'Grape']",THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Humulene', 'Linalool']",-0.6124,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 48%', 'Happy 30%', 'Euphoric 27%', 'Uplifted 23%', 'Sleepy 20%']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Stress 19%', 'Depression 16%', 'Anxiety 16%', 'Pain 14%', 'Insomnia 10%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']","['Dry mouth 17%', 'Dry eyes 9%', 'Headache 3%', 'Dizzy 3%', 'Anxious 2%']"
Stardawg,Bloom Cannabis,,,hybrid,"['Diesel', 'Earthy', 'Pungent']",THC Dominant,18–22% THC,< 1% CBD,"['Caryophyllene', 'Myrcene', 'Limonene']",0.3716,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Happy 59%', 'Relaxed 51%', 'Euphoric 46%', 'Uplifted 44%', 'Focused 31%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 27%', 'Depression 25%', 'Anxiety 22%', 'Pain 16%', 'Lack of appetite 13%']","['Depression', 'Pain', 'Stress', 'Lack of Appetite', 'Fatigue']","['Dry mouth 29%', 'Dry eyes 13%', 'Dizzy 9%', 'Anxious 4%', 'Paranoid 2%']"
Ghost Train Haze,House of Cultivar,,,sativa,"['Citrus', 'Earthy', 'Sweet']",THC Dominant,14–19% THC,< 1% CBD,"['Terpinolene', 'Myrcene', 'Limonene']",0.9088,"['Euphoric', 'Happy', 'Energetic', 'Uplifted', 'Focused']","['Happy 56%', 'Uplifted 51%', 'Euphoric 48%', 'Energetic 48%', 'Focused 37%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 28%', 'Depression 27%', 'Pain 19%', 'Anxiety 17%', 'Fatigue 14%']","['Depression', 'Pain', 'Stress', 'Fatigue', 'Headaches']","['Dry mouth 20%', 'Dry eyes 12%', 'Anxious 10%', 'Dizzy 7%', 'Paranoid 6%']"
BlueBerry Pie (CBD),Black Tie CBD,5.0,9.0,hybrid,"['Blueberry', 'Sweet', 'Berry']",THC Dominant,,,,-0.0981,"['Relaxed', 'Euphoric', 'Happy', 'Energetic', 'Uplifted']","['Relaxed 64%', 'Happy 60%', 'Uplifted 46%', 'Euphoric 35%', 'Giggly 21%']","['Dry Mouth', 'Dry Eyes', 'Anxious']","['Stress 37%', 'Pain 35%', 'Depression 23%', 'Insomnia 23%', 'Anxiety 21%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Fatigue']","['Dry mouth 23%', 'Dry eyes 12%', 'Anxious 1%', 'Dizzy 1%', 'Headache 1%']"
Zkittlez (CBD),Simply Crafted,5.0,25.0,indica,"['Sweet', 'Berry', 'Grape']",THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Humulene', 'Linalool']",-0.6124,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 48%', 'Happy 30%', 'Euphoric 27%', 'Uplifted 23%', 'Sleepy 20%']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Stress 19%', 'Depression 16%', 'Anxiety 16%', 'Pain 14%', 'Insomnia 10%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']","['Dry mouth 17%', 'Dry eyes 9%', 'Headache 3%', 'Dizzy 3%', 'Anxious 2%']"
Zkittlez (CBD),Simply Crafted,5.0,25.0,indica,"['Sweet', 'Berry', 'Grape']",THC Dominant,16–20% THC,< 1% CBD,"['Caryophyllene', 'Humulene', 'Linalool']",-0.6124,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Sleepy']","['Relaxed 48%', 'Happy 30%', 'Euphoric 27%', 'Uplifted 23%', 'Sleepy 20%']","['Dizzy', 'Dry Mouth', 'Dry Eyes']","['Stress 19%', 'Depression 16%', 'Anxiety 16%', 'Pain 14%', 'Insomnia 10%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Nausea', 'Headache']","['Dry mouth 17%', 'Dry eyes 9%', 'Headache 3%', 'Dizzy 3%', 'Anxious 2%']"
Alien OG,Sunday Goods,,,hybrid,"['Lemon', 'Flowery', 'Earthy']",THC Dominant,13–20% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",-0.2152,"['Relaxed', 'Euphoric', 'Happy', 'Uplifted', 'Focused']","['Relaxed 61%', 'Euphoric 52%', 'Happy 52%', 'Uplifted 43%', 'Creative 29%']","['Dizzy', 'Dry Mouth', 'Paranoid', 'Dry Eyes', 'Anxious']","['Stress 33%', 'Pain 26%', 'Anxiety 26%', 'Depression 24%', 'Insomnia 17%']","['Depression', 'Insomnia', 'Pain', 'Stress', 'Muscle Spasms']","['Dry mouth 23%', 'Dry eyes 14%', 'Paranoid 6%', 'Dizzy 5%', 'Headache 4%']"
Watermelon Zkittlez,West Coast Farms,,,,,THC Dominant,22–25% THC,< 1% CBD,"['Limonene', 'Caryophyllene', 'Myrcene']",,,,,,,
GSC (f.k.a. Girl Scout Cookies) ,Simply Crafted,5.0,25.0,,,THC Dominant,16–21% THC,< 1% CBD,"['Caryophyllene', 'Limonene', 'Humulene']",0.1455,,"['Happy 61%', 'Relaxed 58%', 'Euphoric 53%', 'Uplifted 46%', 'Creative 34%']",,"['Stress 35%', 'Depression 27%', 'Pain 26%', 'Anxiety 26%', 'Insomnia 14%']",,"['Dry mouth 26%', 'Dry eyes 14%', 'Dizzy 5%', 'Paranoid 5%', 'Anxious 4%']"
Chem Cookies,Honeydew Farms,,,,,THC Dominant,16–23% THC,< 1% CBD,"['Myrcene', 'Caryophyllene', 'Limonene']",,,,,,,
